Date,City,Crime Type ID,Longitude,Resolved
2022-03-05,United Kingdom,3,,1
2022-05-29,Finland,12,,0
2023-01-30,Austria,11,,0
2023-09-14,United Kingdom,12,,0
2023-07-07,Finland,1,,1
2023-02-18,Austria,7,,1
2022-03-12,United Kingdom,5,,1
2022-09-09,Finland,11,,1
2023-05-08,Austria,11,,1
2023-01-28,United Kingdom,12,,1
2021-11-02,Finland,12,,1
2023-01-07,Austria,1,,1
2023-08-25,United Kingdom,7,,1
2022-05-22,Finland,12,,1
2022-04-17,Austria,9,,1
2023-08-16,United Kingdom,1,,1
2023-10-06,Finland,12,,0
2022-06-18,Austria,4,,0
2022-01-16,United Kingdom,7,,1
2022-07-11,Finland,12,,1
2023-05-30,Austria,12,,1
2023-07-09,United Kingdom,1,,1
2023-10-27,Finland,1,,1
2023-09-06,Austria,1,,1
2023-09-11,United Kingdom,7,,1
2023-10-02,Finland,11,,1
2022-03-05,Austria,7,,1
2023-04-14,United Kingdom,2,,0
2023-10-30,Finland,12,,1
2022-05-07,Austria,3,,0
2023-02-27,United Kingdom,3,,0
2022-07-09,Finland,12,,1
2022-01-14,Austria,11,,0
2022-02-28,United Kingdom,10,,1
2022-12-31,Finland,12,,0
2022-07-10,Austria,12,,1
2023-02-19,United Kingdom,12,,0
2023-10-31,Finland,1,,1
2023-04-30,Austria,12,,1
2021-11-01,United Kingdom,12,,0
2023-06-28,Finland,12,,0
2021-11-15,Austria,12,,1
2023-01-29,United Kingdom,4,,1
2022-05-23,Finland,7,,0
2021-10-20,Austria,1,,1
2022-05-16,United Kingdom,12,,1
2022-09-23,Finland,4,,1
2022-08-02,Austria,12,,1
2023-09-18,Austria,1,,1
2023-08-29,Austria,1,,1
2022-10-11,Austria,9,,1
2022-04-18,Austria,1,,1
2023-03-20,Austria,1,,1
2022-10-09,Austria,1,,0
2022-03-09,Austria,11,,1
2022-03-03,Austria,1,,0
2021-12-16,Austria,12,,1
2023-06-19,Austria,4,,0
2022-02-20,Austria,1,,1
2023-06-15,Austria,12,,0
2022-10-04,Austria,12,,1
2022-01-27,Austria,1,,1
2023-02-19,Austria,12,,0
2022-06-19,Austria,1,,1
2023-04-01,Austria,7,,0
2022-05-14,Austria,12,,0
2023-02-18,Austria,4,,1
2021-09-04,Austria,1,,1
2022-10-10,Austria,12,,1
2022-08-24,Austria,4,,1
2021-12-20,Austria,12,,1
2023-08-19,Austria,1,,1
2022-11-06,Austria,9,,1
2022-03-10,Austria,8,,1
2022-02-15,Austria,1,,1
2021-12-01,Austria,12,,0
2022-07-12,Austria,1,,0
2021-12-18,Austria,12,,0
2022-11-19,Austria,3,,1
2022-05-04,Austria,4,,1
2021-10-12,Austria,1,,0
2021-10-03,Austria,12,,0
2021-10-04,Austria,11,,1
2023-04-30,Austria,12,,0
2023-06-15,Austria,11,,1
2023-06-15,Austria,3,,0
2022-04-10,Austria,5,,1
2022-02-11,Austria,12,,1
2023-04-06,Austria,12,,0
2021-11-16,Austria,12,,1
2022-02-06,Austria,12,,0
2023-06-18,Austria,9,,1
2023-02-07,Austria,12,,1
2023-01-30,Austria,12,,0
2021-10-22,Austria,1,,0
2022-01-12,Austria,11,,0
2021-11-01,Austria,12,,1
2022-12-09,Austria,1,,1
2022-11-01,Austria,1,,1
2022-07-09,Austria,9,,1
2022-11-11,Austria,7,,0
2021-09-13,Austria,4,,1
2022-08-21,Austria,12,,1
2023-03-04,Austria,12,,0
2023-09-06,Austria,12,,0
2022-08-23,Austria,12,,1
2022-09-29,Austria,12,,1
2022-11-11,Austria,11,,1
2021-10-18,Austria,11,,0
2023-06-17,Austria,1,,1
2022-06-26,Austria,1,,0
2023-07-28,Austria,1,,1
2022-01-11,Austria,12,,1
2023-09-16,Austria,4,,0
2022-09-05,Austria,12,,0
2023-09-07,Austria,12,,0
2022-01-25,Austria,1,,1
2021-10-26,Austria,4,,1
2022-12-19,Austria,12,,1
2021-12-26,Austria,4,,1
2023-01-02,Austria,3,,0
2021-11-30,Austria,5,,0
2022-06-30,Austria,11,,1
2022-03-27,Austria,8,,0
2022-03-14,Austria,7,,1
2022-05-26,Austria,12,,0
2023-04-17,Austria,8,,0
2022-10-06,Austria,12,,1
2022-04-14,Austria,12,,1
2022-09-20,Austria,12,,1
2023-07-10,Austria,1,,1
2023-08-06,Austria,12,,0
2021-09-08,Austria,12,,0
2023-06-21,Austria,7,,0
2023-08-12,Austria,11,,0
2022-02-13,Austria,12,,1
2021-12-26,Austria,10,,1
2023-05-21,Austria,8,,1
2022-08-08,Austria,6,,1
2022-03-03,Austria,12,,1
2023-09-25,Austria,4,,0
2022-04-28,Austria,12,,0
2022-12-20,Austria,12,,1
2021-12-11,Austria,9,,1
2023-04-24,Austria,2,,1
2022-07-21,Austria,11,,1
2022-05-21,Austria,1,,1
2022-07-23,Austria,3,,1
2023-08-29,Austria,2,,0
2023-08-26,Austria,12,,1
2022-01-10,Austria,12,,1
2021-10-04,Austria,11,,1
2023-01-25,Austria,11,,0
2022-03-21,Austria,5,,0
2023-09-11,Austria,8,,0
2023-02-20,Austria,1,,1
2021-12-07,Austria,3,,0
2023-01-04,Austria,7,,1
2022-10-20,Austria,12,,1
2023-07-13,Austria,12,,1
2023-03-06,Austria,12,,1
2022-09-04,Austria,12,,1
2021-12-09,Austria,11,,0
2022-06-15,Austria,1,,0
2022-01-27,Austria,9,,0
2022-11-26,Austria,9,,1
2021-09-20,Austria,12,,1
2022-07-19,Austria,12,,1
2023-01-23,Austria,11,,1
2023-04-09,Austria,9,,1
2023-02-20,Austria,5,,1
2023-07-30,Austria,9,,1
2022-12-31,Austria,12,,1
2021-09-27,Austria,12,,0
2022-07-27,Austria,7,,0
2021-12-05,Austria,9,,0
2021-11-16,Austria,12,,0
2022-07-07,Austria,12,,0
2022-09-08,Austria,12,,1
2023-08-20,Austria,12,,0
2021-11-15,Austria,12,,1
2022-02-22,Austria,1,,0
2022-08-20,Austria,9,,1
2023-09-08,Austria,12,,1
2022-01-08,Austria,12,,0
2023-09-08,Austria,4,,1
2022-03-31,Austria,2,,1
2022-07-25,Austria,12,,1
2023-09-07,Austria,1,,1
2022-12-15,Austria,5,,1
2022-02-12,Austria,8,,0
2023-04-06,Austria,12,,0
2023-08-24,Austria,1,,1
2022-04-16,Austria,12,,1
2022-11-26,Austria,11,,0
2022-11-10,Austria,12,,0
2022-11-09,Austria,11,,1
2021-11-12,Austria,3,,1
2023-07-12,Germany,5,,1
2022-10-27,Italy,12,,1
2022-12-17,Spain,7,,1
2022-02-14,Netherlands,9,,1
2023-07-14,Austria,9,,1
2023-04-02,Austria,12,,1
2022-03-16,Austria,7,,1
2023-05-28,Germany,3,,1
2022-05-17,Italy,9,,1
2021-12-17,Spain,3,,0
2023-04-03,Netherlands,12,,1
2023-03-04,Austria,1,,1
2022-06-17,Austria,11,,0
2022-06-11,Austria,12,,1
2023-01-05,Germany,1,,1
2022-01-04,Italy,7,,1
2022-05-14,Spain,9,,1
2021-12-13,Netherlands,4,,1
2021-12-05,Austria,4,,0
2022-10-24,Austria,3,,1
2022-06-25,Austria,1,,1
2023-03-05,Germany,12,,0
2022-02-14,Italy,4,,0
2021-11-13,Spain,12,,1
2022-02-16,Netherlands,12,,1
2022-01-03,Austria,12,,1
2022-01-17,Austria,12,,1
2021-10-11,Austria,12,,1
2022-12-21,Germany,1,,0
2023-05-28,Italy,11,,1
2023-01-22,Spain,9,,1
2023-06-05,Netherlands,12,,1
2021-11-27,Austria,5,,1
2021-09-24,Austria,12,,1
2023-03-16,Austria,12,,1
2022-01-23,Germany,12,,1
2023-03-30,Italy,12,,1
2022-09-18,Spain,5,,1
2022-09-05,Netherlands,12,,1
2022-05-13,Austria,7,,1
2022-01-09,Austria,11,,1
2022-01-28,Austria,3,,1
2022-10-12,Germany,12,,1
2022-03-01,Italy,9,,1
2021-11-03,Spain,1,,1
2023-03-29,Netherlands,9,,1
2021-11-25,Austria,11,,0
2023-06-13,Austria,12,,1
2023-08-15,Austria,3,,1
2023-02-06,Germany,6,,1
2021-09-23,Italy,12,,1
2021-12-08,Spain,4,,0
2021-12-19,Netherlands,12,,0
2021-10-19,Austria,1,,0
2022-03-25,Austria,7,,1
2022-05-06,Austria,11,,0
2022-11-25,Germany,12,,1
2022-08-15,Italy,3,,1
2023-10-28,Spain,1,,0
2022-04-02,Sweden,3,,0
2023-01-18,Norway,1,,1
2021-11-27,Denmark,12,,0
2022-10-08,Finland,9,,0
2022-08-16,Austria,9,,1
2022-04-29,Sweden,1,,1
2022-05-14,Norway,11,,0
2022-02-24,Denmark,12,,0
2023-03-19,Finland,1,,0
2023-10-08,Austria,12,,1
2022-06-15,Netherlands,1,,0
2022-12-12,Austria,9,,1
2023-08-16,Austria,5,,0
2023-03-07,Austria,3,,0
2022-11-06,Germany,12,,1
2023-06-30,Italy,12,,0
2022-07-18,Spain,3,,1
2023-08-13,Sweden,12,,1
2023-03-14,Norway,9,,0
2023-04-23,Denmark,12,,1
2022-06-05,Finland,11,,0
2023-05-10,Austria,1,,0
2023-09-24,Sweden,11,,0
2022-06-06,Norway,4,,1
2023-09-20,Denmark,2,,1
2021-09-17,Finland,12,,1
2023-09-18,Austria,10,,1
2022-11-04,Netherlands,12,,1
2022-01-22,Austria,9,,1
2023-02-06,Austria,9,,1
2023-03-08,Austria,7,,1
2023-05-28,Germany,1,,1
2023-08-24,Italy,12,,0
2021-12-01,Spain,1,,1
2022-05-03,Sweden,12,,1
2022-01-23,Norway,4,,1
2023-10-01,Denmark,3,,1
2022-11-14,Finland,12,,1
2022-06-08,Austria,6,,1
2023-05-11,Sweden,3,,1
2023-02-06,Norway,12,,1
2023-04-06,Denmark,12,,1
2022-03-18,Finland,5,,0
2021-10-17,Austria,12,,1
2022-06-23,Netherlands,12,,1
2022-04-11,Austria,12,,0
2023-06-04,Austria,1,,0
2023-06-21,Austria,7,,1
2022-07-17,Germany,5,,0
2022-07-04,Italy,12,,1
2023-10-19,Spain,12,,1
2023-03-27,Sweden,12,,0
2023-08-10,Norway,9,,0
2023-07-22,Denmark,1,,1
2022-11-16,Finland,1,,1
2023-09-08,Austria,12,,1
2023-04-28,Sweden,12,,1
2022-09-21,Norway,5,,1
2021-11-15,Denmark,5,,1
2022-09-13,Finland,12,,1
2022-03-04,Austria,4,,0
2023-02-06,Netherlands,1,,1
2023-09-01,Austria,12,,1
2021-10-14,Austria,12,,1
2023-03-08,Austria,12,,1
2021-10-27,Germany,12,,1
2023-04-03,Italy,12,,1
2023-10-19,Spain,1,,1
2023-05-31,Sweden,12,,1
2022-11-29,Norway,9,,1
2021-11-14,Denmark,9,,1
2022-11-13,Finland,12,,1
2023-08-04,Austria,11,,1
2021-11-02,Sweden,12,,1
2022-11-17,Norway,12,,1
2022-07-07,Denmark,9,,1
2022-09-07,Finland,12,,0
2022-12-08,Austria,1,,0
2021-11-11,Netherlands,12,,1
2022-03-07,Austria,11,,1
2021-09-07,Austria,4,,1
2021-09-13,Austria,1,,0
2022-10-03,Germany,12,,1
2023-05-05,Italy,7,,1
2023-08-08,Spain,1,,1
2022-08-19,Sweden,1,,0
2023-07-24,Norway,12,,1
2022-03-27,Denmark,1,,1
2022-01-26,Finland,1,,0
2022-05-09,Austria,3,,1
2022-09-28,Sweden,11,,1
2022-09-13,Norway,12,,1
2021-10-10,Denmark,12,,0
2021-11-09,Finland,1,,1
2023-10-25,Austria,1,,1
2023-06-01,Netherlands,12,,0
2022-07-05,Austria,12,,1
2022-06-05,Austria,12,,1
2022-02-27,Austria,11,,1
2023-09-12,Germany,4,,1
2023-08-15,Italy,7,,1
2023-02-28,Spain,3,,0
2023-04-14,Sweden,5,,1
2023-05-20,Norway,11,,0
2023-09-28,Denmark,9,,0
2023-03-25,Finland,1,,1
2021-12-05,Austria,1,,1
2022-05-23,Sweden,12,,0
2021-09-28,Norway,12,,1
2021-11-30,Denmark,1,,1
2022-11-14,Finland,1,,1
2023-06-09,Austria,1,,0
2023-01-28,Netherlands,12,,1
2021-09-08,Austria,4,,0
2022-01-06,Austria,10,,1
2022-02-14,Austria,1,,1
2023-07-09,Germany,12,,1
2021-12-05,Italy,1,,1
2022-02-11,Spain,7,,1
2023-07-03,Sweden,7,,1
2022-09-07,Norway,12,,0
2022-06-26,Denmark,4,,1
2021-10-31,Finland,12,,0
2023-03-03,Austria,8,,1
2022-02-14,Sweden,12,,0
2023-02-07,Norway,7,,1
2022-05-23,Denmark,12,,1
2022-06-21,Finland,5,,1
2023-01-27,Austria,12,,1
2023-05-12,Netherlands,9,,1
2022-12-08,Austria,9,,1
2021-09-10,Austria,11,,1
2022-05-03,Austria,1,,1
2023-07-02,Germany,9,,1
2023-03-18,Italy,11,,1
2022-05-18,Spain,12,,1
2022-02-10,Sweden,11,,0
2023-10-30,Norway,7,,1
2022-12-27,Denmark,12,,1
2022-01-09,Finland,12,,1
2022-09-24,Austria,12,,1
2022-12-10,Sweden,12,,0
2021-10-06,Norway,3,,1
2022-08-31,Denmark,1,,1
2022-01-01,Finland,9,,0
2023-06-12,Austria,4,,0
2023-07-25,Netherlands,9,,1
2021-11-16,Austria,1,,0
2022-09-29,Austria,7,,1
2021-09-12,Austria,12,,0
2023-04-06,Germany,1,,1
2022-08-29,Italy,10,,1
2023-01-29,Spain,4,,1
2022-11-30,Sweden,7,,0
2022-08-16,Norway,1,,1
2023-09-25,Denmark,12,,1
2023-04-22,Finland,12,,1
2023-10-17,Austria,3,,1
2021-10-09,Sweden,9,,0
2021-09-04,Norway,12,,1
2022-06-23,Denmark,2,,0
2023-02-08,Finland,3,,0
2023-07-05,Austria,12,,1
2023-10-02,Netherlands,11,,1
2021-11-04,Austria,1,,0
2022-03-12,Austria,1,,1
2022-12-20,Austria,3,,0
2023-02-07,Germany,9,,0
2022-03-06,Italy,12,,1
2023-07-21,Spain,10,,1
2023-10-12,Sweden,12,,1
2022-11-23,Norway,12,,1
2023-09-15,Denmark,12,,1
2023-01-08,Finland,12,,1
2022-10-21,Austria,9,,1
2021-11-11,Sweden,3,,0
2022-11-20,Norway,1,,1
2023-06-05,Denmark,12,,0
2023-03-19,Finland,12,,1
2022-01-21,Austria,12,,0
2022-12-07,Netherlands,1,,1
2023-01-18,Austria,1,,0
2022-12-17,Austria,9,,1
2021-09-23,Austria,12,,1
2023-06-28,Germany,4,,0
2022-05-01,Italy,12,,1
2022-01-26,Spain,12,,1
2022-05-04,Sweden,5,,1
2022-05-16,Norway,12,,0
2021-12-02,Denmark,1,,1
2023-04-26,Finland,11,,1
2022-05-25,Austria,1,,1
2023-08-18,Sweden,4,,1
2022-04-04,Norway,1,,0
2022-01-24,Denmark,4,,1
2023-03-12,Finland,12,,0
2021-12-11,Austria,10,,1
2023-06-25,Netherlands,12,,1
2023-07-04,Austria,12,,1
2022-11-09,Austria,10,,1
2023-03-23,Austria,12,,1
2023-03-07,Germany,12,,1
2023-07-18,Italy,4,,1
2023-05-31,Spain,1,,0
2021-12-10,Sweden,4,,1
2022-02-05,Norway,12,,1
2023-07-23,Denmark,12,,1
2022-05-05,Finland,1,,1
2022-12-22,Austria,1,,1
2022-06-13,Sweden,1,,1
2022-08-31,Norway,12,,1
2022-06-30,Denmark,3,,1
2022-07-24,Finland,5,,1
2022-07-21,Austria,1,,1
2023-10-01,Netherlands,12,,1
2022-10-20,Austria,12,,1
2022-03-21,Austria,1,,0
2022-06-23,Austria,7,,1
2023-09-02,Germany,5,,1
2022-05-20,Italy,12,,1
2023-04-26,Spain,4,,1
2022-05-11,Sweden,12,,0
2022-09-01,Norway,1,,1
2021-09-10,Denmark,11,,1
2023-08-09,Finland,7,,1
2022-08-12,Austria,8,,1
2023-07-10,Sweden,4,,1
2023-04-03,Norway,12,,0
2022-03-21,Denmark,12,,1
2023-01-21,Finland,3,,1
2023-03-26,Austria,1,,1
2021-12-06,Netherlands,9,,0
2022-06-24,Austria,1,,1
2021-12-07,Austria,4,,1
2022-12-12,Austria,12,,1
2022-04-26,Germany,2,,0
2022-07-07,Italy,12,,1
2022-02-17,Spain,3,,1
2023-04-18,Sweden,1,,1
2022-04-25,Norway,12,,1
2022-04-07,Denmark,12,,0
2022-08-27,Finland,12,,1
2022-03-07,Austria,12,,1
2023-11-01,Sweden,12,,1
2023-05-12,Norway,11,,0
2023-06-30,Denmark,1,,1
2022-11-29,Finland,8,,0
2022-05-16,Austria,1,,0
2023-06-07,Netherlands,12,,1
2021-09-25,Austria,9,,1
2022-05-12,Austria,5,,1
2022-12-08,Austria,12,,1
2021-12-03,Germany,12,,0
2021-11-11,Italy,12,,1
2022-04-07,Spain,12,,1
2021-11-29,Sweden,12,,1
2022-04-04,Norway,9,,1
2023-05-03,Denmark,12,,0
2021-10-09,Finland,12,,1
2022-03-24,Austria,2,,1
2023-06-03,Sweden,1,,1
2023-05-22,Norway,12,,0
2021-10-04,Denmark,7,,1
2022-07-15,Finland,12,,0
2022-06-19,Austria,1,,1
2022-05-13,Netherlands,9,,1
2022-05-02,Austria,1,,1
2023-04-01,Austria,3,,0
2022-06-16,Austria,11,,0
2023-01-24,Germany,10,,1
2023-07-02,Italy,1,,0
2023-10-05,Spain,3,,0
2022-12-16,Sweden,12,,0
2022-12-09,Norway,12,,0
2023-10-19,Denmark,12,,1
2023-02-25,Finland,12,,1
2023-06-14,Austria,9,,1
2022-02-07,Sweden,11,,1
2023-08-04,Norway,12,,0
2023-07-26,Denmark,9,,1
2023-08-05,Finland,12,,1
2023-07-16,Austria,12,,0
2023-06-16,Netherlands,12,,0
2023-01-16,Austria,7,,1
2022-05-05,Austria,9,,1
2023-04-10,Austria,12,,1
2023-01-09,Germany,12,,1
2023-09-22,Italy,4,,0
2022-08-02,Spain,1,,1
2022-04-22,Sweden,1,,0
2022-08-09,Norway,9,,1
2023-04-23,Denmark,5,,1
2023-08-26,Finland,12,,1
2021-11-01,Austria,12,,0
2021-10-25,Sweden,9,,0
2022-07-22,Norway,12,,0
2022-06-12,Denmark,1,,1
2022-12-21,Finland,8,,0
2022-02-21,Austria,4,,0
2022-01-01,Netherlands,4,,1
2023-03-25,Austria,12,,1
2023-05-22,Austria,1,,1
2021-10-22,Austria,4,,0
2022-03-16,Germany,12,,0
2023-09-02,Italy,12,,1
2023-11-01,Spain,12,,1
2022-08-25,Sweden,9,,1
2023-07-03,Norway,12,,1
2022-02-26,Denmark,4,,1
2023-10-08,Finland,11,,0
2021-12-27,Austria,12,,1
2021-12-21,Sweden,1,,0
2022-05-21,Norway,12,,1
2022-01-01,Denmark,12,,1
2023-03-18,Finland,3,,0
2023-07-24,Austria,1,,0
2022-05-28,Netherlands,12,,1
2021-10-29,Austria,12,,0
2023-10-25,Austria,12,,1
2021-11-29,Austria,9,,0
2023-08-11,Germany,1,,0
2022-11-24,Italy,12,,1
2023-01-30,Spain,12,,1
2021-10-20,Sweden,4,,1
2022-01-22,Norway,11,,0
2021-12-01,Denmark,10,,1
2023-03-11,Finland,12,,1
2021-12-04,Austria,1,,1
2022-11-22,Sweden,11,,0
2023-03-13,Norway,11,,1
2022-05-29,Denmark,1,,1
2022-01-31,Finland,4,,1
2022-04-21,Austria,11,,1
2021-11-25,Netherlands,9,,1
2022-08-07,Austria,3,,0
2022-12-25,Austria,7,,1
2021-09-11,Austria,1,,1
2022-09-28,Germany,12,,0
2023-07-26,Italy,1,,1
2021-11-18,Spain,7,,1
2023-08-27,Sweden,12,,0
2023-03-20,Norway,4,,0
2021-11-22,Denmark,8,,1
2023-07-30,Finland,1,,0
2022-09-21,Austria,12,,0
2023-07-22,Sweden,12,,0
2022-03-11,Norway,7,,1
2021-11-29,Denmark,7,,1
2022-05-01,Finland,6,,0
2022-01-14,Austria,11,,0
2023-10-06,Netherlands,5,,1
2023-06-30,Austria,7,,1
2021-11-05,Austria,1,,0
2021-10-11,Austria,1,,1
2022-07-19,Germany,12,,0
2022-10-27,Italy,12,,1
2023-05-06,Spain,9,,1
2023-08-11,Sweden,1,,1
2022-02-18,Norway,5,,0
2023-03-12,Denmark,12,,1
2022-07-27,Finland,1,,1
2021-11-09,Austria,12,,1
2023-02-25,Sweden,1,,0
2023-05-18,Norway,12,,1
2022-06-17,Denmark,1,,1
2023-05-30,Finland,9,,0
2022-01-06,Austria,12,,1
2023-09-20,Netherlands,5,,1
2021-09-12,Austria,11,,0
2022-07-05,Austria,12,,1
2022-11-02,Austria,9,,1
2023-07-02,Germany,1,,1
2022-01-22,Italy,1,,1
2023-09-17,Spain,12,,1
2023-06-06,Sweden,4,,1
2022-11-18,Norway,2,,0
2022-05-29,Denmark,12,,0
2023-09-03,Finland,12,,1
2022-04-24,Austria,12,,1
2023-09-01,Sweden,5,,1
2022-11-21,Norway,1,,1
2023-03-16,Denmark,12,,1
2022-12-22,Finland,1,,1
2022-03-12,Austria,12,,1
2023-06-09,Netherlands,1,,1
2023-08-24,Austria,12,,0
2023-05-21,Austria,1,,1
2023-01-28,Austria,9,,1
2023-10-30,Germany,4,,1
2023-08-20,Italy,9,,1
2021-10-02,Spain,4,,1
2022-10-24,Sweden,12,,1
2023-08-15,Norway,1,,1
2023-09-04,Denmark,12,,1
2022-01-27,Finland,10,,1
2023-09-29,Austria,3,,1
2022-03-26,Sweden,12,,0
2021-12-23,Norway,10,,1
2023-04-26,Denmark,12,,1
2021-11-10,Finland,11,,1
2021-10-20,Austria,7,,1
2023-09-30,Netherlands,11,,1
2023-08-07,Austria,12,,0
2023-07-24,Austria,12,,1
2023-02-16,Austria,6,,1
2023-02-01,Germany,10,,1
2021-09-05,Italy,8,,0
2023-08-05,Spain,7,,1
2021-11-15,Sweden,1,,1
2021-11-10,Norway,9,,1
2022-11-17,Denmark,3,,1
2023-02-12,Finland,6,,0
2022-04-26,Austria,1,,1
2023-08-07,Sweden,12,,0
2023-09-03,Norway,5,,1
2022-04-07,Denmark,12,,1
2023-02-17,Finland,4,,1
2022-02-01,Austria,12,,1
2022-05-31,Netherlands,1,,1
2021-10-29,Austria,7,,0
2022-12-03,Austria,7,,1
2022-08-07,Austria,12,,1
2021-09-06,Germany,12,,1
2022-09-12,Italy,12,,1
2023-08-26,Spain,7,,0
2023-06-16,Sweden,12,,0
2021-10-22,Norway,12,,0
2022-10-05,Denmark,3,,1
2022-10-12,Finland,12,,1
2023-10-10,Austria,12,,0
2023-05-18,Sweden,12,,0
2023-05-14,Norway,11,,1
2022-03-21,Denmark,5,,0
2022-11-16,Finland,1,,1
2022-08-15,Austria,6,,1
2023-06-17,Netherlands,12,,1
2022-01-10,Austria,12,,1
2021-11-01,Austria,12,,1
2023-08-11,Austria,12,,1
2022-06-02,Germany,1,,1
2022-06-01,Italy,1,,0
2023-04-07,Spain,12,,0
2022-02-09,Sweden,1,,0
2021-12-18,Norway,12,,1
2023-03-08,Denmark,1,,1
2022-04-14,Finland,7,,1
2023-10-04,Austria,1,,1
2022-06-17,Sweden,12,,1
2022-11-15,Norway,12,,1
2022-05-01,Denmark,12,,1
2022-08-16,Finland,12,,1
2022-10-30,Austria,3,,1
2023-04-08,Netherlands,7,,1
2023-07-02,Austria,1,,0
2021-11-23,Austria,12,,1
2023-08-27,Austria,1,,1
2023-06-19,Germany,12,,1
2023-02-09,Italy,10,,0
2022-03-02,Spain,1,,1
2022-08-19,Sweden,1,,0
2022-12-06,Norway,12,,1
2021-10-15,Denmark,12,,1
2022-05-31,Finland,12,,1
2023-01-27,Austria,1,,0
2021-11-13,Sweden,1,,1
2021-11-02,Norway,11,,0
2022-04-09,Denmark,3,,1
2023-01-17,Finland,12,,0
2021-10-01,Austria,12,,1
2023-05-06,Netherlands,12,,0
2023-02-13,Austria,12,,1
2022-09-09,Austria,1,,1
2023-02-05,Austria,10,,1
2023-03-27,Germany,12,,1
2021-10-20,Italy,11,,0
2023-09-14,Spain,1,,0
2023-03-23,Sweden,8,,0
2022-07-20,Norway,11,,1
2023-03-01,Denmark,12,,1
2022-06-12,Finland,1,,1
2023-10-18,Austria,1,,0
2022-10-11,Sweden,12,,1
2023-02-22,Norway,5,,1
2022-12-09,Denmark,4,,1
2023-03-20,Finland,12,,0
2022-07-05,Austria,11,,1
2022-10-15,Netherlands,4,,1
2021-11-12,Austria,9,,1
2021-12-12,Austria,4,,1
2021-11-07,Austria,1,,1
2022-08-07,Germany,12,,1
2022-05-15,Italy,2,,1
2023-07-21,Spain,12,,0
2022-03-25,Sweden,10,,1
2023-08-10,Norway,12,,1
2021-10-02,Denmark,12,,1
2022-10-15,Finland,10,,1
2023-10-24,Austria,12,,0
2023-05-22,Sweden,12,,1
2022-10-10,Norway,12,,1
2023-01-03,Denmark,9,,1
2022-03-12,Finland,7,,0
2023-06-03,Austria,11,,1
2022-03-16,Netherlands,9,,0
2022-07-24,Austria,12,,0
2022-03-02,Austria,12,,1
2022-03-04,Austria,4,,1
2022-04-21,Germany,5,,0
2023-03-09,Italy,4,,1
2021-12-17,Spain,9,,1
2022-11-05,Sweden,12,,1
2023-06-30,Norway,12,,0
2021-11-22,Denmark,12,,1
2021-11-25,Finland,12,,0
2023-05-18,Austria,12,,0
2022-09-27,Sweden,4,,1
2022-05-03,Norway,12,,1
2022-11-28,Denmark,3,,0
2023-07-20,Finland,12,,1
2022-01-16,Austria,12,,1
2022-07-10,Netherlands,1,,0
2023-01-04,Austria,10,,1
2022-03-11,Austria,12,,1
2022-04-18,Austria,1,,1
2023-03-10,Germany,1,,1
2021-12-07,Italy,7,,1
2022-07-30,Spain,1,,1
2023-09-09,Sweden,12,,1
2022-02-13,Norway,12,,1
2022-02-28,Denmark,12,,1
2022-07-07,Finland,8,,1
2022-02-15,Austria,11,,1
2022-12-08,Sweden,12,,1
2023-01-09,Norway,11,,0
2022-06-14,Denmark,9,,0
2022-07-14,Finland,11,,0
2023-04-17,Austria,1,,1
2022-04-05,Netherlands,1,,1
2022-01-10,Austria,12,,1
2022-12-29,Austria,9,,1
2023-08-01,Austria,4,,1
2022-10-30,Germany,12,,1
2022-12-31,Italy,1,,1
2023-07-09,Spain,1,,1
2022-02-19,Sweden,12,,1
2022-11-10,Norway,1,,1
2021-11-22,Denmark,1,,1
2022-09-14,Finland,4,,1
2022-07-08,Austria,11,,1
2023-04-01,Sweden,12,,1
2022-01-31,Norway,12,,1
2022-11-05,Denmark,1,,1
2022-07-21,Finland,12,,0
2022-01-30,Austria,12,,1
2023-05-30,Netherlands,4,,1
2023-03-29,Austria,7,,1
2022-07-08,Austria,6,,1
2022-05-10,Austria,12,,1
2022-07-21,Germany,4,,1
2022-09-29,Italy,12,,1
2023-02-04,Spain,11,,1
2022-02-02,Sweden,3,,1
2022-10-16,Norway,11,,1
2023-05-11,Denmark,3,,0
2022-05-16,Finland,1,,0
2023-05-12,Austria,12,,1
2023-02-01,Sweden,8,,0
2022-09-02,Norway,3,,1
2022-01-18,Denmark,1,,1
2023-08-05,Finland,9,,1
2021-11-22,Austria,12,,1
2023-02-25,Netherlands,12,,1
2023-01-08,Austria,1,,1
2023-02-04,Austria,1,,1
2023-02-17,Austria,1,,0
2021-12-29,Germany,12,,0
2022-08-17,Italy,1,,1
2022-07-04,Spain,12,,1
2022-10-13,Sweden,7,,1
2022-04-13,Norway,9,,1
2023-03-01,Denmark,1,,1
2023-03-12,Finland,1,,1
2023-02-24,Austria,7,,1
2023-05-21,Sweden,1,,1
2023-10-27,Norway,12,,1
2023-10-02,Denmark,2,,1
2022-03-25,Finland,1,,1
2022-01-19,Austria,12,,0
2023-02-26,Netherlands,4,,1
2023-02-02,Austria,11,,1
2022-11-28,Austria,7,,0
2021-10-08,Austria,12,,0
2022-08-15,Germany,12,,1
2022-06-15,Italy,12,,1
2022-09-13,Spain,12,,1
2022-06-30,Sweden,7,,1
2022-08-30,Norway,10,,0
2022-03-11,Denmark,11,,0
2023-03-24,Finland,12,,1
